,Polarity
9985,4
2669,2
29541,4
16056,4
13946,4
17766,4
27759,4
10993,4
3638,3
29961,4
3350,2
28570,4
4465,3
14027,4
2446,2
17584,4
13951,4
11638,4
12359,4
22450,4
15919,4
2144,2
22285,4
11501,4
16154,4
10503,4
414,0
6663,3
10482,4
26758,4
2226,2
20675,4
25869,4
16465,4
28509,4
13791,4
18455,4
19793,4
9885,4
29430,4
17170,4
18219,4
4653,3
9273,3
9058,3
24015,4
21937,4
18557,4
4481,3
19286,4
21696,4
4101,3
19634,4
1678,2
29048,4
27424,4
18304,4
23826,4
21648,4
11348,4
14982,4
12115,4
3114,2
22212,4
29389,4
25570,4
29856,4
9365,4
9616,4
20244,4
2286,2
6464,3
1152,1
26147,4
26804,4
19673,4
6601,3
4783,3
18964,4
24854,4
13721,4
7134,3
18566,4
10425,4
18373,4
23598,4
7634,3
22846,4
30170,4
18529,4
22406,4
8409,3
6412,3
24799,4
13907,4
15077,4
9147,3
27055,4
2501,2
9748,4
9578,4
9571,4
14897,4
24319,4
5292,3
27922,4
16556,4
11134,4
16545,4
26848,4
15983,4
9317,4
10417,4
12664,4
3528,3
4749,3
9433,4
17035,4
20230,4
2182,2
22957,4
27853,4
15857,4
26121,4
21266,4
616,1
8102,3
13988,4
6629,3
20340,4
5429,3
649,1
1486,2
27487,4
12606,4
27814,4
20012,4
23653,4
8013,3
13470,4
5410,3
22519,4
11759,4
15906,4
23318,4
22320,4
6659,3
13513,4
15177,4
17570,4
24552,4
21682,4
6376,3
20694,4
25764,4
27262,4
21947,4
12035,4
16134,4
30131,4
14230,4
23197,4
363,0
21197,4
15548,4
2961,2
20435,4
2236,2
18929,4
6998,3
6515,3
27240,4
12829,4
17912,4
4200,3
8100,3
22934,4
16778,4
22557,4
13272,4
28770,4
20138,4
12640,4
6878,3
1545,2
29609,4
19955,4
22012,4
2219,2
3552,3
24565,4
27301,4
14438,4
15049,4
23199,4
3431,3
24229,4
19930,4
12831,4
9010,3
27751,4
22240,4
15360,4
19595,4
18430,4
17897,4
11031,4
23971,4
10078,4
10186,4
24292,4
10201,4
14148,4
29742,4
1787,2
11773,4
17310,4
26776,4
13293,4
21712,4
14514,4
15763,4
10424,4
10235,4
18871,4
11869,4
9065,3
21204,4
8221,3
26086,4
19034,4
4098,3
4934,3
27166,4
19560,4
12978,4
18444,4
4569,3
16371,4
16613,4
24617,4
25163,4
5551,3
28007,4
2850,2
2274,2
5799,3
18151,4
3221,2
8456,3
28678,4
29481,4
15435,4
19443,4
16724,4
20772,4
19937,4
13696,4
22451,4
8658,3
26982,4
21107,4
5770,3
28630,4
6836,3
26193,4
17091,4
4084,3
10460,4
18650,4
14933,4
22241,4
23857,4
14832,4
1775,2
9329,4
21808,4
28139,4
6806,3
25800,4
590,1
12735,4
6328,3
22826,4
16321,4
29193,4
15183,4
2356,2
9342,4
6273,3
8032,3
13592,4
9240,3
26724,4
4073,3
19684,4
9056,3
17515,4
6576,3
7230,3
1035,1
10619,4
1556,2
488,0
13777,4
713,1
2763,2
4401,3
10673,4
30137,4
24553,4
27856,4
24093,4
27711,4
20060,4
10247,4
583,1
9944,4
20588,4
6786,3
4987,3
11367,4
4007,3
22631,4
11198,4
4332,3
27378,4
21832,4
13880,4
7815,3
1647,2
11468,4
18745,4
3596,3
23288,4
29396,4
1599,2
16948,4
15031,4
21407,4
27801,4
12633,4
6335,3
29289,4
27463,4
11978,4
19091,4
14282,4
2147,2
7501,3
13224,4
24785,4
22495,4
23882,4
3535,3
11000,4
7610,3
22335,4
3672,3
2032,2
15025,4
18620,4
10420,4
19610,4
17430,4
14128,4
18062,4
13352,4
9629,4
21345,4
5643,3
4946,3
27090,4
31,0
703,1
6144,3
637,1
28286,4
8445,3
19645,4
4836,3
14802,4
16027,4
19549,4
10226,4
1008,1
12023,4
4668,3
21678,4
3877,3
17029,4
17734,4
10034,4
29613,4
7812,3
11226,4
8174,3
7433,3
24482,4
1366,2
3318,2
14733,4
14669,4
6263,3
30115,4
3444,3
3366,2
27180,4
28401,4
10838,4
13171,4
19558,4
7011,3
25147,4
13992,4
9867,4
5791,3
25066,4
10763,4
15532,4
22678,4
17030,4
27871,4
12482,4
22388,4
2542,2
12538,4
15838,4
5581,3
11238,4
6091,3
6331,3
17230,4
10457,4
1216,1
27870,4
1717,2
25687,4
1735,2
12520,4
10466,4
29739,4
16685,4
23719,4
22007,4
22901,4
22619,4
18152,4
18645,4
6739,3
29732,4
1631,2
24695,4
14127,4
26802,4
14512,4
3066,2
21862,4
3039,2
26817,4
4658,3
20003,4
20135,4
15194,4
114,0
24063,4
11119,4
2523,2
16996,4
16719,4
23858,4
28669,4
22431,4
692,1
3048,2
17094,4
16701,4
9494,4
12107,4
9594,4
28449,4
20077,4
27522,4
27912,4
25891,4
21480,4
11943,4
13296,4
16219,4
6246,3
846,1
28251,4
6635,3
13320,4
25578,4
419,0
23844,4
7001,3
18805,4
6596,3
10702,4
16081,4
28574,4
22819,4
15984,4
7809,3
13966,4
1452,2
28347,4
10088,4
19796,4
24286,4
6621,3
245,0
18423,4
28782,4
4640,3
29644,4
10413,4
4440,3
5524,3
19484,4
6793,3
25323,4
14190,4
22815,4
15554,4
4334,3
5925,3
21928,4
20247,4
19868,4
22248,4
22118,4
19288,4
8869,3
9299,4
19949,4
16815,4
23168,4
12161,4
8261,3
11601,4
18767,4
24864,4
13199,4
8019,3
24563,4
1203,1
12030,4
21382,4
7829,3
12118,4
25957,4
12234,4
12811,4
25895,4
26498,4
22280,4
17945,4
27803,4
18943,4
29829,4
11150,4
3524,3
21445,4
9051,3
18246,4
21140,4
10398,4
23066,4
28395,4
3897,3
23927,4
19050,4
303,0
5368,3
16191,4
26490,4
28467,4
28895,4
6904,3
1211,1
18185,4
1738,2
5955,3
24174,4
22236,4
1929,2
12948,4
20840,4
11945,4
3130,2
22951,4
14737,4
3262,2
1271,1
7618,3
24705,4
13829,4
1225,1
444,0
25894,4
6204,3
5674,3
7020,3
18701,4
24402,4
68,0
21572,4
28097,4
25349,4
1083,1
22943,4
9745,4
14837,4
16739,4
679,1
4342,3
20041,4
22404,4
29041,4
15689,4
22349,4
23782,4
27530,4
15379,4
17528,4
13671,4
23603,4
17052,4
28409,4
6923,3
10315,4
13357,4
27886,4
988,1
19372,4
29434,4
11273,4
26920,4
6856,3
4770,3
8306,3
22601,4
29351,4
7132,3
26707,4
23440,4
19255,4
9581,4
21825,4
27898,4
7521,3
8438,3
3860,3
5695,3
11913,4
29617,4
28590,4
21040,4
10135,4
849,1
29960,4
28407,4
21882,4
24781,4
14355,4
6533,3
14647,4
18622,4
7701,3
4429,3
11043,4
15115,4
17426,4
3514,3
14264,4
14475,4
25223,4
17412,4
20773,4
2345,2
26255,4
16201,4
12392,4
5991,3
14981,4
17664,4
29887,4
11321,4
17156,4
1510,2
10297,4
13081,4
14944,4
23878,4
20199,4
25416,4
8344,3
4849,3
582,1
19275,4
25711,4
11752,4
18448,4
27672,4
29517,4
19913,4
16806,4
18968,4
13875,4
13922,4
2214,2
1862,2
25327,4
27161,4
13787,4
8016,3
6709,3
10778,4
13438,4
24928,4
14289,4
11247,4
21840,4
22862,4
12055,4
14040,4
6306,3
824,1
25363,4
2728,2
6914,3
6826,3
2435,2
29056,4
4437,3
19619,4
5812,3
8257,3
3632,3
10545,4
23760,4
4580,3
25992,4
2847,2
19294,4
11145,4
72,0
18436,4
12087,4
22739,4
9912,4
11222,4
1343,2
21734,4
4517,3
10029,4
22358,4
13944,4
17585,4
8519,3
27443,4
27419,4
27431,4
17640,4
24051,4
26092,4
19144,4
10709,4
27986,4
18119,4
14187,4
18153,4
12613,4
15026,4
1848,2
23282,4
15122,4
23709,4
24034,4
8331,3
3553,3
12966,4
2776,2
9125,3
20524,4
14968,4
22985,4
26353,4
5160,3
17302,4
7961,3
23458,4
2657,2
6444,3
25474,4
16660,4
24750,4
17291,4
22818,4
3628,3
28283,4
24996,4
6869,3
11546,4
4551,3
16765,4
26331,4
19022,4
15343,4
717,1
730,1
15045,4
28906,4
14458,4
3490,3
12456,4
4526,3
24980,4
931,1
1412,2
4392,3
5133,3
7210,3
12665,4
7740,3
13801,4
586,1
16973,4
13774,4
23852,4
21963,4
17068,4
27911,4
3729,3
22332,4
27551,4
18561,4
21577,4
4283,3
8902,3
28113,4
28156,4
22503,4
1276,1
6626,3
27394,4
3690,3
5137,3
18020,4
21384,4
8626,3
27782,4
26732,4
5995,3
18823,4
22936,4
20192,4
10935,4
21235,4
3224,2
29230,4
27515,4
10623,4
13069,4
22411,4
17498,4
20521,4
5936,3
13378,4
845,1
22179,4
3947,3
20926,4
12057,4
20583,4
19974,4
22565,4
143,0
6388,3
29404,4
1719,2
14424,4
8996,3
6658,3
4065,3
16907,4
11114,4
25703,4
21530,4
28020,4
30017,4
2276,2
11994,4
8303,3
19142,4
21715,4
24578,4
17527,4
28289,4
13756,4
24350,4
8583,3
5805,3
19738,4
23846,4
24128,4
21211,4
21217,4
25342,4
16468,4
8566,3
8770,3
20938,4
9337,4
24574,4
6600,3
11330,4
12723,4
13065,4
10229,4
2353,2
11709,4
30174,4
22437,4
19798,4
23986,4
17006,4
21006,4
21304,4
16895,4
15524,4
15573,4
2047,2
16927,4
10684,4
4912,3
27968,4
19570,4
11903,4
5825,3
15795,4
4154,3
21680,4
24790,4
27109,4
28285,4
12559,4
3587,3
29973,4
16788,4
26699,4
20859,4
13497,4
27868,4
14493,4
13693,4
29371,4
17829,4
8025,3
1758,2
7059,3
7276,3
7103,3
28837,4
19230,4
17931,4
3954,3
8564,3
11594,4
13764,4
5007,3
18164,4
12149,4
1480,2
22868,4
21195,4
26493,4
22574,4
8077,3
22145,4
25079,4
25718,4
8769,3
6095,3
21726,4
7356,3
9843,4
9087,3
5880,3
26793,4
2341,2
7428,3
9617,4
382,0
29173,4
4010,3
15547,4
25776,4
15876,4
8773,3
28404,4
6150,3
4573,3
9289,4
29342,4
7324,3
28662,4
23238,4
15184,4
402,0
20179,4
19155,4
2547,2
8216,3
21369,4
26120,4
20308,4
12741,4
27860,4
15894,4
23384,4
5449,3
14790,4
23835,4
14841,4
2465,2
11307,4
472,0
12617,4
11440,4
15633,4
25929,4
27133,4
13502,4
29979,4
22535,4
12839,4
7937,3
8785,3
26867,4
22341,4
411,0
8585,3
9163,3
12817,4
29630,4
6808,3
27940,4
26290,4
22487,4
9011,3
18765,4
9106,3
179,0
8352,3
26013,4
14266,4
19909,4
15173,4
298,0
25414,4
14272,4
14666,4
21891,4
13164,4
29795,4
5320,3
22684,4
12081,4
8738,3
11390,4
6165,3
24814,4
13443,4
42,0
20281,4
3626,3
23721,4
17519,4
8447,3
4109,3
12646,4
28187,4
8750,3
20784,4
26907,4
5901,3
24409,4
27447,4
11160,4
424,0
10586,4
28363,4
8114,3
10966,4
2517,2
14215,4
18963,4
21806,4
20097,4
19217,4
16595,4
9367,4
2690,2
29865,4
26489,4
10275,4
8931,3
15449,4
87,0
27686,4
23260,4
484,0
9229,3
15317,4
14545,4
21039,4
22998,4
2526,2
27890,4
9007,3
12996,4
28547,4
17514,4
22162,4
6525,3
8507,3
29540,4
11093,4
17813,4
15625,4
15272,4
915,1
29277,4
4134,3
12643,4
25715,4
12429,4
4420,3
16382,4
25618,4
12685,4
2424,2
6490,3
29089,4
29526,4
14113,4
12140,4
110,0
5828,3
25324,4
6799,3
9004,3
16900,4
6197,3
24668,4
6016,3
13446,4
15078,4
9519,4
21313,4
15932,4
5381,3
9219,3
18278,4
25458,4
5698,3
19992,4
13573,4
8744,3
25588,4
18628,4
27003,4
3972,3
1450,2
2575,2
23213,4
9596,4
12017,4
26187,4
6558,3
15586,4
25571,4
7800,3
24890,4
2367,2
29784,4
4994,3
12154,4
27146,4
4008,3
9306,4
26058,4
8917,3
12335,4
476,0
14255,4
14311,4
19724,4
20702,4
11838,4
13108,4
3379,2
20679,4
18901,4
17748,4
28955,4
1179,1
11959,4
17357,4
7514,3
13405,4
3854,3
1237,1
4591,3
871,1
19524,4
10148,4
11665,4
24708,4
16997,4
27483,4
5430,3
29881,4
5638,3
4475,3
25598,4
26239,4
27022,4
11680,4
19032,4
29582,4
8305,3
29258,4
5968,3
25376,4
5379,3
6702,3
8803,3
289,0
5434,3
27430,4
7738,3
6973,3
7917,3
25648,4
29652,4
15092,4
296,0
9222,3
3649,3
27733,4
17162,4
29111,4
16881,4
925,1
2779,2
30113,4
24347,4
12287,4
16867,4
20363,4
5890,3
5494,3
9913,4
29776,4
8980,3
9894,4
22165,4
29847,4
19911,4
28926,4
24941,4
12029,4
7117,3
8993,3
23718,4
24228,4
17820,4
11352,4
14122,4
8284,3
27861,4
19305,4
23129,4
6618,3
16029,4
117,0
24252,4
8245,3
28343,4
2986,2
18012,4
12064,4
18206,4
25185,4
15440,4
20120,4
11037,4
9097,3
19221,4
23705,4
18960,4
8804,3
19324,4
2097,2
12825,4
1088,1
7213,3
22071,4
1746,2
11229,4
11356,4
23683,4
29090,4
15400,4
10145,4
1255,1
17821,4
11612,4
11132,4
25826,4
23594,4
15743,4
17499,4
3938,3
12303,4
8390,3
28016,4
21506,4
18302,4
2624,2
25903,4
30027,4
1140,1
4582,3
20243,4
11735,4
2261,2
11081,4
17225,4
20166,4
15533,4
21244,4
21540,4
29337,4
1501,2
29176,4
27387,4
14536,4
25289,4
15454,4
6134,3
3428,3
90,0
27990,4
426,0
14593,4
27482,4
22863,4
14061,4
21216,4
10905,4
9066,3
27908,4
27599,4
10717,4
27006,4
15613,4
5390,3
28840,4
25823,4
11208,4
29280,4
22642,4
24328,4
26340,4
9448,4
3044,2
12092,4
4227,3
13843,4
13599,4
28318,4
13007,4
16561,4
21481,4
13868,4
21306,4
15235,4
7290,3
23157,4
30007,4
14412,4
12089,4
23780,4
24346,4
26083,4
25341,4
14924,4
12955,4
8556,3
29127,4
6245,3
22920,4
13623,4
5938,3
5608,3
3461,3
26839,4
1593,2
27545,4
16143,4
16221,4
4173,3
5403,3
14057,4
25804,4
2513,2
7301,3
16949,4
14738,4
9310,4
3537,3
1375,2
7980,3
25960,4
12286,4
18011,4
4812,3
11361,4
10382,4
3410,3
1339,2
7868,3
11595,4
12849,4
3541,3
26367,4
1934,2
4067,3
2174,2
21752,4
12280,4
9499,4
9279,4
15333,4
18984,4
1695,2
8067,3
3780,3
7762,3
20496,4
13103,4
24449,4
14616,4
6519,3
29326,4
2829,2
4215,3
27050,4
3958,3
26697,4
29092,4
10118,4
25821,4
24533,4
8271,3
24080,4
26543,4
17059,4
6504,3
1820,2
22466,4
8614,3
20088,4
4253,3
4613,3
15904,4
1323,2
26915,4
900,1
9694,4
15176,4
1865,2
4254,3
9904,4
14573,4
840,1
390,0
22918,4
19490,4
26265,4
1376,2
21186,4
12183,4
7746,3
2491,2
9203,3
16294,4
20600,4
21645,4
7450,3
15603,4
13873,4
27606,4
17269,4
4510,3
10206,4
12585,4
5442,3
24733,4
17256,4
16531,4
4603,3
141,0
23953,4
20298,4
11332,4
25916,4
21523,4
16602,4
16601,4
3432,3
9819,4
1390,2
2804,2
29418,4
27281,4
3391,2
4520,3
4677,3
28141,4
20721,4
16068,4
15815,4
26167,4
12699,4
7280,3
14377,4
20266,4
20544,4
17802,4
12070,4
27246,4
24351,4
15426,4
8141,3
11798,4
25664,4
26073,4
11022,4
13941,4
20072,4
22114,4
12218,4
12652,4
24095,4
24472,4
2957,2
6192,3
26708,4
5353,3
19854,4
7124,3
5242,3
23520,4
6608,3
14693,4
10783,4
26004,4
22624,4
9558,4
4388,3
2551,2
20573,4
522,0
1730,2
23864,4
25519,4
8833,3
26478,4
8027,3
24848,4
27052,4
26053,4
15436,4
13381,4
25534,4
7625,3
8448,3
3549,3
1332,2
12993,4
23612,4
2828,2
1129,1
4977,3
559,1
5186,3
25426,4
24658,4
25858,4
12042,4
16985,4
16990,4
24991,4
27737,4
28739,4
17951,4
3209,2
629,1
15109,4
13076,4
25797,4
12279,4
23416,4
4899,3
29587,4
10227,4
5370,3
3831,3
11142,4
10731,4
1353,2
21483,4
2923,2
14217,4
24170,4
25455,4
6898,3
16640,4
19226,4
22047,4
2020,2
18440,4
28419,4
26572,4
17155,4
16570,4
19506,4
9104,3
5244,3
29820,4
14789,4
10158,4
15276,4
27157,4
9399,4
5562,3
1118,1
11460,4
2999,2
4505,3
2731,2
17259,4
1986,2
23383,4
6110,3
24355,4
6850,3
25434,4
5256,3
6334,3
3946,3
3584,3
3076,2
22267,4
14398,4
6012,3
2750,2
3393,2
6011,3
9171,3
13074,4
19167,4
15848,4
4187,3
3062,2
228,0
28397,4
2396,2
17316,4
6517,3
13953,4
17784,4
22061,4
27684,4
26916,4
16187,4
3862,3
20816,4
10519,4
2845,2
26139,4
11981,4
26481,4
20461,4
598,1
18717,4
10897,4
1163,1
13301,4
17183,4
26085,4
28515,4
4025,3
29708,4
19147,4
6971,3
18949,4
7006,3
15967,4
16490,4
28196,4
10896,4
3471,3
19129,4
170,0
24146,4
16060,4
12803,4
6080,3
28280,4
5329,3
17459,4
20419,4
4717,3
14903,4
8938,3
25111,4
2498,2
4878,3
27991,4
138,0
5203,3
24130,4
12369,4
19970,4
1044,1
13158,4
9661,4
18807,4
7183,3
19151,4
19473,4
5537,3
3912,3
11291,4
26628,4
16754,4
21484,4
24783,4
19594,4
17462,4
21866,4
6991,3
15417,4
14087,4
18973,4
11825,4
9926,4
30164,4
19777,4
20553,4
20249,4
25262,4
12111,4
17619,4
14827,4
752,1
28218,4
25530,4
6284,3
1821,2
24876,4
3726,3
1351,2
11039,4
18830,4
8260,3
1803,2
18282,4
4697,3
14356,4
7871,3
9078,3
23873,4
10243,4
13528,4
25453,4
24585,4
14701,4
25117,4
384,0
13241,4
17641,4
2199,2
15732,4
18081,4
482,0
22728,4
10003,4
12790,4
21432,4
29797,4
7769,3
23436,4
3884,3
17562,4
1609,2
8355,3
8196,3
2794,2
22709,4
21238,4
25670,4
27794,4
12763,4
24661,4
26507,4
25335,4
26973,4
3625,3
6648,3
24333,4
28828,4
16094,4
6421,3
13577,4
22924,4
20031,4
28290,4
20804,4
897,1
8601,3
28607,4
7803,3
10516,4
9027,3
6772,3
17200,4
1174,1
17409,4
7413,3
5008,3
24899,4
18290,4
7705,3
23457,4
1499,2
17018,4
20301,4
29586,4
26099,4
12840,4
3195,2
1259,1
3381,2
9022,3
16637,4
28542,4
15755,4
15199,4
15917,4
21526,4
19418,4
564,1
7649,3
13532,4
24213,4
18855,4
26589,4
3740,3
8243,3
19038,4
15058,4
24727,4
2222,2
1476,2
29516,4
18083,4
4397,3
4669,3
28455,4
18234,4
25209,4
8426,3
1863,2
25337,4
28883,4
10471,4
26427,4
29107,4
549,1
24192,4
7691,3
29414,4
541,0
27069,4
25145,4
29352,4
29192,4
27428,4
22381,4
14852,4
6455,3
20355,4
24826,4
27612,4
18210,4
16505,4
6380,3
23815,4
23499,4
15189,4
1295,2
15899,4
27549,4
27750,4
1694,2
28483,4
16771,4
24568,4
364,0
9387,4
23345,4
14262,4
3930,3
22246,4
6693,3
12720,4
28282,4
1282,2
3075,2
23736,4
15582,4
15557,4
9523,4
19590,4
2756,2
26027,4
16132,4
29103,4
20286,4
17831,4
465,0
13759,4
16630,4
7089,3
25691,4
7061,3
20542,4
23907,4
21547,4
22429,4
20865,4
27042,4
2674,2
2989,2
8844,3
20189,4
26375,4
6168,3
3298,2
22999,4
23976,4
11422,4
22628,4
1169,1
9262,3
2319,2
14378,4
29595,4
3963,3
16079,4
17014,4
2170,2
12676,4
3156,2
10436,4
29265,4
30161,4
1671,2
19515,4
15744,4
27461,4
27738,4
20417,4
16009,4
129,0
13255,4
8178,3
27591,4
20511,4
15756,4
2720,2
13848,4
18919,4
19553,4
13223,4
26152,4
13705,4
19480,4
14287,4
17159,4
12848,4
12979,4
12785,4
5225,3
27324,4
11848,4
20371,4
21269,4
3600,3
16049,4
12800,4
7234,3
14019,4
22725,4
21625,4
3240,2
8711,3
2221,2
3543,3
6040,3
20791,4
26578,4
4133,3
6264,3
24611,4
9834,4
6346,3
12691,4
2076,2
2333,2
19277,4
20727,4
5923,3
4839,3
17817,4
23870,4
12060,4
9584,4
8014,3
30021,4
6152,3
13882,4
11651,4
17118,4
18764,4
22250,4
20901,4
3143,2
22887,4
18991,4
11604,4
26288,4
2215,2
3387,2
24325,4
27132,4
2834,2
6200,3
13180,4
19850,4
14286,4
23536,4
27859,4
5454,3
25746,4
7808,3
17830,4
11246,4
21913,4
21359,4
22369,4
4982,3
29853,4
5490,3
29363,4
11343,4
24416,4
18413,4
16199,4
4291,3
12992,4
7152,3
15781,4
25422,4
22733,4
13865,4
10036,4
27140,4
18996,4
30129,4
6088,3
1602,2
26436,4
3019,2
15888,4
22757,4
23994,4
14612,4
978,1
5628,3
15416,4
26176,4
18898,4
21254,4
19341,4
24089,4
21261,4
1716,2
5369,3
25851,4
13057,4
664,1
18635,4
16095,4
17208,4
4610,3
20884,4
9207,3
10950,4
4072,3
23306,4
25998,4
555,1
26646,4
15642,4
7271,3
3183,2
25557,4
6744,3
7667,3
13981,4
6758,3
29539,4
21935,4
24840,4
9072,3
27096,4
21208,4
20867,4
12578,4
13551,4
6643,3
27624,4
22398,4
2204,2
6452,3
14708,4
20159,4
26917,4
13340,4
22926,4
30039,4
15118,4
19332,4
2672,2
17602,4
30176,4
23796,4
24360,4
8765,3
25413,4
25343,4
26580,4
23589,4
15644,4
22142,4
5281,3
23435,4
29911,4
7099,3
11923,4
25834,4
26715,4
8816,3
20681,4
14093,4
16924,4
17918,4
18896,4
14877,4
4560,3
4370,3
3576,3
13483,4
20382,4
17025,4
18697,4
22301,4
13514,4
2110,2
18264,4
8629,3
2220,2
2726,2
16580,4
11003,4
2568,2
20011,4
7628,3
24514,4
24577,4
7894,3
15408,4
19690,4
9220,3
23763,4
12774,4
1240,1
27409,4
29877,4
27268,4
2190,2
7401,3
29415,4
2338,2
10221,4
16398,4
9146,3
8508,3
16723,4
14544,4
25146,4
19254,4
22805,4
14865,4
9068,3
6849,3
12090,4
18577,4
29940,4
23822,4
9908,4
23094,4
207,0
9196,3
27406,4
10357,4
21605,4
25093,4
24261,4
13189,4
11083,4
3594,3
20389,4
15114,4
15995,4
17421,4
968,1
5782,3
13610,4
1020,1
20822,4
23396,4
25074,4
24772,4
2822,2
109,0
6925,3
21957,4
19251,4
26222,4
22776,4
25535,4
20526,4
28210,4
13489,4
24767,4
8266,3
2380,2
9687,4
18931,4
29875,4
16975,4
9506,4
27660,4
9676,4
27076,4
4258,3
12413,4
8274,3
16707,4
11065,4
4105,3
24718,4
21760,4
8223,3
20032,4
24510,4
22883,4
16207,4
19622,4
28188,4
21755,4
15161,4
1498,2
29627,4
5833,3
9434,4
19425,4
4800,3
13338,4
22677,4
21589,4
50,0
25157,4
26533,4
15141,4
1711,2
3919,3
15154,4
4462,3
7561,3
12511,4
17614,4
8339,3
23666,4
27243,4
29237,4
14714,4
24985,4
23935,4
5482,3
27588,4
12500,4
22923,4
11634,4
11194,4
3251,2
5330,3
4285,3
13009,4
8881,3
24112,4
26074,4
28116,4
9181,3
15789,4
4898,3
16229,4
5101,3
22150,4
23174,4
17653,4
8745,3
13449,4
28539,4
22253,4
11639,4
22168,4
14323,4
12085,4
8981,3
24083,4
18488,4
7247,3
22227,4
1241,1
26871,4
3682,3
15673,4
26339,4
9969,4
3416,3
11818,4
10942,4
29271,4
18031,4
11164,4
940,1
18103,4
27815,4
25294,4
6098,3
17875,4
28260,4
994,1
5097,3
8707,3
12594,4
26688,4
9717,4
3844,3
18998,4
4821,3
26386,4
29524,4
9067,3
10028,4
9839,4
14587,4
18840,4
12075,4
15059,4
16005,4
18869,4
8555,3
12356,4
10319,4
28202,4
2459,2
28066,4
20334,4
21542,4
10663,4
24406,4
21397,4
28962,4
7903,3
4740,3
10219,4
11023,4
17246,4
13107,4
27893,4
49,0
17803,4
27026,4
27740,4
26759,4
15923,4
22977,4
16263,4
22614,4
9766,4
8571,3
18177,4
11654,4
20737,4
28341,4
4386,3
10972,4
20046,4
13885,4
26771,4
12680,4
26038,4
15831,4
9933,4
9512,4
14779,4
16833,4
26043,4
10047,4
7814,3
20988,4
24856,4
15480,4
26035,4
6043,3
19347,4
23909,4
17893,4
10547,4
9120,3
10112,4
22790,4
17611,4
5980,3
21509,4
11224,4
1722,2
16087,4
5837,3
15311,4
8377,3
18602,4
20029,4
18857,4
2018,2
14111,4
22443,4
12862,4
2482,2
17733,4
23831,4
3435,3
21705,4
20866,4
15421,4
19996,4
3994,3
12952,4
2069,2
2402,2
17969,4
12137,4
10331,4
5648,3
1993,2
8820,3
5089,3
13869,4
19196,4
11077,4
6788,3
10234,4
8966,3
11508,4
9130,3
18516,4
23090,4
5364,3
2495,2
27689,4
14454,4
7066,3
18240,4
23171,4
24247,4
22180,4
22137,4
23169,4
18798,4
28337,4
7930,3
25775,4
18925,4
5138,3
29867,4
27398,4
2077,2
27858,4
14115,4
6433,3
25169,4
8617,3
21383,4
22082,4
6223,3
5644,3
29115,4
9805,4
23799,4
4177,3
24606,4
5105,3
13025,4
14934,4
14170,4
20883,4
21138,4
24635,4
7529,3
22395,4
13410,4
22720,4
3738,3
9179,3
12859,4
2121,2
7837,3
23209,4
6112,3
22087,4
6766,3
15243,4
18661,4
8396,3
23876,4
5250,3
21444,4
6706,3
24486,4
4856,3
3712,3
10334,4
19098,4
28874,4
9782,4
29071,4
4035,3
8548,3
1136,1
6495,3
25232,4
25612,4
14000,4
9349,4
4933,3
14563,4
11556,4
16808,4
22041,4
18945,4
25011,4
16635,4
28323,4
23165,4
25593,4
10477,4
23807,4
27805,4
7305,3
23911,4
24315,4
5927,3
24250,4
4528,3
23651,4
19732,4
288,0
22845,4
14283,4
24760,4
18875,4
8273,3
6333,3
27393,4
25445,4
12493,4
26517,4
9938,4
25726,4
28578,4
3100,2
22485,4
18056,4
4729,3
21059,4
4106,3
14653,4
1947,2
10853,4
1763,2
2008,2
19536,4
2098,2
22327,4
25459,4
23424,4
10267,4
26344,4
17668,4
25372,4
4509,3
5988,3
23452,4
14553,4
3113,2
1173,1
29135,4
23367,4
4760,3
25330,4
22661,4
28800,4
25976,4
2970,2
24844,4
15241,4
1718,2
17964,4
12909,4
2783,2
3681,3
16241,4
11553,4
27283,4
9047,3
27276,4
8702,3
27718,4
14013,4
3814,3
27865,4
18794,4
6877,3
7443,3
22323,4
6065,3
5306,3
18498,4
4081,3
15314,4
13491,4
21962,4
7163,3
17191,4
17908,4
7279,3
6430,3
15638,4
22960,4
26137,4
11989,4
19950,4
9673,4
7747,3
28665,4
20503,4
10079,4
19942,4
20364,4
1391,2
7849,3
17114,4
8283,3
16093,4
18320,4
23338,4
29140,4
25170,4
430,0
18082,4
24653,4
29848,4
25261,4
342,0
3536,3
22218,4
20520,4
729,1
9000,3
9587,4
15409,4
14472,4
18835,4
11195,4
3706,3
11392,4
13236,4
3010,2
13005,4
130,0
3720,3
26317,4
14041,4
5428,3
18145,4
27628,4
15898,4
3247,2
27388,4
14207,4
29928,4
13597,4
18416,4
1253,1
3459,3
23450,4
27720,4
3323,2
29461,4
13685,4
1463,2
6595,3
5096,3
20792,4
25856,4
25873,4
10002,4
12065,4
29854,4
10681,4
13389,4
13978,4
6392,3
614,1
23325,4
681,1
19,0
5512,3
14320,4
28802,4
28815,4
1667,2
27218,4
21927,4
15065,4
2530,2
9619,4
17105,4
27345,4
7533,3
28747,4
29748,4
7252,3
14191,4
29327,4
22095,4
27017,4
16587,4
12896,4
10352,4
15748,4
22561,4
3859,3
7029,3
26131,4
7854,3
1673,2
17536,4
13891,4
18613,4
8049,3
7802,3
20890,4
24052,4
8667,3
2012,2
22438,4
14614,4
23732,4
1563,2
29072,4
9442,4
16115,4
